type_name,user_profile,budget_class,upgrade_first,gain_class,price,recommended_upgrade_cost_est,inches,weight_kg,opsys,ram_gb,ssd_gb,hdd_gb,flash_gb,hybrid_gb,total_storage_gb,has_ssd,has_hdd,screen_width,screen_height,is_ips,is_touchscreen,is_retina,is_4k,cpu_brand,cpu_family,cpu_speed_ghz,cpu_score,gpu_brand,gpu_family,gpu_score,is_integrated_gpu,target_ram_gb,target_storage_gb,target_gpu_score,ram_gap_gb,storage_gap_gb,gpu_gap_score,ram_upgrade_cost_est,storage_upgrade_cost_est,gpu_upgrade_cost_est,ram_urgency_score,storage_urgency_score,gpu_urgency_score,performance_score,ram_gap_ratio,storage_gap_ratio,gpu_gap_ratio,upgrade_pressure,total_urgency,price_per_performance,storage_capacity_score,storage_speed_score
Ultrabook,designer,medium,RAM,Medium,71378.68,45.84,13.3,1.37,macOS,8,128,0,0,0,128,1,0,2560,1600,1,0,1,0,Intel,Core i5,2.3,3.5,Intel,Intel Integrated,1.2,1,16,1000,2.6,8,872,1.4,45.84,69.98,329.99,0.605,0.536,0.558,12.15028602067677,0.47058823529411764,0.8711288711288712,0.38888888888888884,0.5380436556907146,0.5663333333333334,5427.918441299921,128,128.0
Ultrabook,designer,high,GPU,Medium,71378.68,329.99,13.3,1.37,macOS,8,128,0,0,0,128,1,0,2560,1600,1,0,1,0,Intel,Core i5,2.3,3.5,Intel,Intel Integrated,1.2,1,16,1000,2.6,8,872,1.4,45.84,69.98,329.99,0.605,0.536,0.688,12.15028602067677,0.47058823529411764,0.8711288711288712,0.38888888888888884,0.5380436556907146,0.6096666666666667,5427.918441299921,128,128.0
Ultrabook,gamer,low,RAM,Medium,71378.68,45.84,13.3,1.37,macOS,8,128,0,0,0,128,1,0,2560,1600,1,0,1,0,Intel,Core i5,2.3,3.5,Intel,Intel Integrated,1.2,1,16,512,3.4,8,384,2.2,45.84,43.72,498.0,0.605,0.472,0.38,12.15028602067677,0.47058823529411764,0.7485380116959064,0.5,0.5518403852769178,0.48566666666666664,5427.918441299921,128,128.0
Ultrabook,gamer,medium,RAM,Medium,71378.68,45.84,13.3,1.37,macOS,8,128,0,0,0,128,1,0,2560,1600,1,0,1,0,Intel,Core i5,2.3,3.5,Intel,Intel Integrated,1.2,1,16,512,3.4,8,384,2.2,45.84,43.72,498.0,0.605,0.472,0.54,12.15028602067677,0.47058823529411764,0.7485380116959064,0.5,0.5518403852769178,0.539,5427.918441299921,128,128.0
Ultrabook,gamer,high,GPU,High,71378.68,498.0,13.3,1.37,macOS,8,128,0,0,0,128,1,0,2560,1600,1,0,1,0,Intel,Core i5,2.3,3.5,Intel,Intel Integrated,1.2,1,16,512,3.4,8,384,2.2,45.84,43.72,498.0,0.605,0.472,0.926,12.15028602067677,0.47058823529411764,0.7485380116959064,0.5,0.5518403852769178,0.6676666666666667,5427.918441299921,128,128.0
Ultrabook,student,low,Storage,High,47895.52,43.72,13.3,1.34,macOS,8,0,0,128,0,128,0,0,1440,900,0,0,0,0,Intel,Core i5,1.8,3.33,Intel,Intel Integrated,0.6,1,8,256,0.8,0,128,0.2,0.0,43.72,329.99,0.0,0.969,0.026,11.126757842529612,0.0,0.4980544747081712,0.11111111111111112,0.16895806312148726,0.33166666666666667,3949.5733832522137,128,96.0
Ultrabook,student,medium,Storage,High,47895.52,43.72,13.3,1.34,macOS,8,0,0,128,0,128,0,0,1440,900,0,0,0,0,Intel,Core i5,1.8,3.33,Intel,Intel Integrated,0.6,1,8,256,0.8,0,128,0.2,0.0,43.72,329.99,0.0,0.969,0.057,11.126757842529612,0.0,0.4980544747081712,0.11111111111111112,0.16895806312148726,0.342,3949.5733832522137,128,96.0
Ultrabook,student,high,Storage,High,47895.52,43.72,13.3,1.34,macOS,8,0,0,128,0,128,0,0,1440,900,0,0,0,0,Intel,Core i5,1.8,3.33,Intel,Intel Integrated,0.6,1,8,256,0.8,0,128,0.2,0.0,43.72,329.99,0.0,0.969,0.075,11.126757842529612,0.0,0.4980544747081712,0.11111111111111112,0.16895806312148726,0.34800000000000003,3949.5733832522137,128,96.0
Ultrabook,office,low,Storage,High,47895.52,43.72,13.3,1.34,macOS,8,0,0,128,0,128,0,0,1440,900,0,0,0,0,Intel,Core i5,1.8,3.33,Intel,Intel Integrated,0.6,1,8,256,0.6,0,128,0.0,0.0,43.72,0.0,0.0,0.969,0.0,11.126757842529612,0.0,0.4980544747081712,0.0,0.1245136186770428,0.323,3949.5733832522137,128,96.0
Ultrabook,office,medium,Storage,High,47895.52,43.72,13.3,1.34,macOS,8,0,0,128,0,128,0,0,1440,900,0,0,0,0,Intel,Core i5,1.8,3.33,Intel,Intel Integrated,0.6,1,8,256,0.6,0,128,0.0,0.0,43.72,0.0,0.0,0.969,0.0,11.126757842529612,0.0,0.4980544747081712,0.0,0.1245136186770428,0.323,3949.5733832522137,128,96.0
Ultrabook,office,high,Storage,High,47895.52,43.72,13.3,1.34,macOS,8,0,0,128,0,128,0,0,1440,900,0,0,0,0,Intel,Core i5,1.8,3.33,Intel,Intel Integrated,0.6,1,8,256,0.6,0,128,0.0,0.0,43.72,0.0,0.0,0.969,0.0,11.126757842529612,0.0,0.4980544747081712,0.0,0.1245136186770428,0.323,3949.5733832522137,128,96.0
Ultrabook,programmer,low,Storage,High,47895.52,43.72,13.3,1.34,macOS,8,0,0,128,0,128,0,0,1440,900,0,0,0,0,Intel,Core i5,1.8,3.33,Intel,Intel Integrated,0.6,1,16,512,1.0,8,384,0.4,45.84,43.72,329.99,0.605,1.099,0.056,11.126757842529612,0.47058823529411764,0.7485380116959064,0.2,0.43184038527691776,0.5866666666666667,3949.5733832522137,128,96.0
Ultrabook,programmer,medium,Storage,High,47895.52,43.72,13.3,1.34,macOS,8,0,0,128,0,128,0,0,1440,900,0,0,0,0,Intel,Core i5,1.8,3.33,Intel,Intel Integrated,0.6,1,16,512,1.0,8,384,0.4,45.84,43.72,329.99,0.605,1.099,0.121,11.126757842529612,0.47058823529411764,0.7485380116959064,0.2,0.43184038527691776,0.6083333333333333,3949.5733832522137,128,96.0
Ultrabook,programmer,high,Storage,High,47895.52,43.72,13.3,1.34,macOS,8,0,0,128,0,128,0,0,1440,900,0,0,0,0,Intel,Core i5,1.8,3.33,Intel,Intel Integrated,0.6,1,16,512,1.0,8,384,0.4,45.84,43.72,329.99,0.605,1.099,0.16,11.126757842529612,0.47058823529411764,0.7485380116959064,0.2,0.43184038527691776,0.6213333333333333,3949.5733832522137,128,96.0
Ultrabook,designer,low,Storage,High,47895.52,69.98,13.3,1.34,macOS,8,0,0,128,0,128,0,0,1440,900,0,0,0,0,Intel,Core i5,1.8,3.33,Intel,Intel Integrated,0.6,1,16,1000,2.6,8,872,2.0,45.84,69.98,329.99,0.605,1.163,0.377,11.126757842529612,0.47058823529411764,0.8711288711288712,0.5555555555555556,0.6047103223573812,0.715,3949.5733832522137,128,96.0
Ultrabook,designer,medium,Storage,High,47895.52,69.98,13.3,1.34,macOS,8,0,0,128,0,128,0,0,1440,900,0,0,0,0,Intel,Core i5,1.8,3.33,Intel,Intel Integrated,0.6,1,16,1000,2.6,8,872,2.0,45.84,69.98,329.99,0.605,1.163,0.733,11.126757842529612,0.47058823529411764,0.8711288711288712,0.5555555555555556,0.6047103223573812,0.8336666666666667,3949.5733832522137,128,96.0
Ultrabook,designer,high,Storage,High,47895.52,69.98,13.3,1.34,macOS,8,0,0,128,0,128,0,0,1440,900,0,0,0,0,Intel,Core i5,1.8,3.33,Intel,Intel Integrated,0.6,1,16,1000,2.6,8,872,2.0,45.84,69.98,329.99,0.605,1.163,0.919,11.126757842529612,0.47058823529411764,0.8711288711288712,0.5555555555555556,0.6047103223573812,0.8956666666666667,3949.5733832522137,128,96.0
Ultrabook,gamer,low,Storage,High,47895.52,43.72,13.3,1.34,macOS,8,0,0,128,0,128,0,0,1440,900,0,0,0,0,Intel,Core i5,1.8,3.33,Intel,Intel Integrated,0.6,1,16,512,3.4,8,384,2.8,45.84,43.72,498.0,0.605,1.099,0.446,11.126757842529612,0.47058823529411764,0.7485380116959064,0.6363636363636362,0.6063858398223723,0.7166666666666667,3949.5733832522137,128,96.0
Ultrabook,gamer,medium,Storage,High,47895.52,43.72,13.3,1.34,macOS,8,0,0,128,0,128,0,0,1440,900,0,0,0,0,Intel,Core i5,1.8,3.33,Intel,Intel Integrated,0.6,1,16,512,3.4,8,384,2.8,45.84,43.72,498.0,0.605,1.099,0.646,11.126757842529612,0.47058823529411764,0.7485380116959064,0.6363636363636362,0.6063858398223723,0.7833333333333333,3949.5733832522137,128,96.0
Ultrabook,gamer,high,GPU,High,47895.52,498.0,13.3,1.34,macOS,8,0,0,128,0,128,0,0,1440,900,0,0,0,0,Intel,Core i5,1.8,3.33,Intel,Intel Integrated,0.6,1,16,512,3.4,8,384,2.8,45.84,43.72,498.0,0.605,1.099,1.138,11.126757842529612,0.47058823529411764,0.7485380116959064,0.6363636363636362,0.6063858398223723,0.9473333333333332,3949.5733832522137,128,96.0
Notebook,student,low,No Upgrade Needed,Low,30636.0,0.0,15.6,1.86,No OS,8,256,0,0,0,256,1,0,1920,1080,0,0,0,0,Intel,Core i5,2.5,3.57,Intel,Intel Integrated,0.6,1,8,256,0.8,0,0,0.2,0.0,0.0,329.99,0.0,0.08,0.026,11.894091741090303,0.0,0.0,0.11111111111111112,0.04444444444444445,0.035333333333333335,2375.971926922979,256,256.0
Notebook,student,medium,No Upgrade Needed,Low,30636.0,0.0,15.6,1.86,No OS,8,256,0,0,0,256,1,0,1920,1080,0,0,0,0,Intel,Core i5,2.5,3.57,Intel,Intel Integrated,0.6,1,8,256,0.8,0,0,0.2,0.0,0.0,329.99,0.0,0.08,0.057,11.894091741090303,0.0,0.0,0.11111111111111112,0.04444444444444445,0.04566666666666667,2375.971926922979,256,256.0
Notebook,student,high,No Upgrade Needed,Low,30636.0,0.0,15.6,1.86,No OS,8,256,0,0,0,256,1,0,1920,1080,0,0,0,0,Intel,Core i5,2.5,3.57,Intel,Intel Integrated,0.6,1,8,256,0.8,0,0,0.2,0.0,0.0,329.99,0.0,0.08,0.075,11.894091741090303,0.0,0.0,0.11111111111111112,0.04444444444444445,0.051666666666666666,2375.971926922979,256,256.0
Notebook,office,low,No Upgrade Needed,Low,30636.0,0.0,15.6,1.86,No OS,8,256,0,0,0,256,1,0,1920,1080,0,0,0,0,Intel,Core i5,2.5,3.57,Intel,Intel Integrated,0.6,1,8,256,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,11.894091741090303,0.0,0.0,0.0,0.0,0.02666666666666667,2375.971926922979,256,256.0
Notebook,office,medium,No Upgrade Needed,Low,30636.0,0.0,15.6,1.86,No OS,8,256,0,0,0,256,1,0,1920,1080,0,0,0,0,Intel,Core i5,2.5,3.57,Intel,Intel Integrated,0.6,1,8,256,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,11.894091741090303,0.0,0.0,0.0,0.0,0.02666666666666667,2375.971926922979,256,256.0
Notebook,office,high,No Upgrade Needed,Low,30636.0,0.0,15.6,1.86,No OS,8,256,0,0,0,256,1,0,1920,1080,0,0,0,0,Intel,Core i5,2.5,3.57,Intel,Intel Integrated,0.6,1,8,256,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,11.894091741090303,0.0,0.0,0.0,0.0,0.02666666666666667,2375.971926922979,256,256.0
Notebook,programmer,low,RAM,Medium,30636.0,45.84,15.6,1.86,No OS,8,256,0,0,0,256,1,0,1920,1080,0,0,0,0,Intel,Core i5,2.5,3.57,Intel,Intel Integrated,0.6,1,16,512,1.0,8,256,0.4,45.84,43.72,329.99,0.605,0.341,0.056,11.894091741090303,0.47058823529411764,0.49902534113060426,0.2,0.3694622176355922,0.334,2375.971926922979,256,256.0
Notebook,programmer,medium,RAM,Medium,30636.0,45.84,15.6,1.86,No OS,8,256,0,0,0,256,1,0,1920,1080,0,0,0,0,Intel,Core i5,2.5,3.57,Intel,Intel Integrated,0.6,1,16,512,1.0,8,256,0.4,45.84,43.72,329.99,0.605,0.341,0.121,11.894091741090303,0.47058823529411764,0.49902534113060426,0.2,0.3694622176355922,0.35566666666666663,2375.971926922979,256,256.0
Notebook,programmer,high,RAM,Medium,30636.0,45.84,15.6,1.86,No OS,8,256,0,0,0,256,1,0,1920,1080,0,0,0,0,Intel,Core i5,2.5,3.57,Intel,Intel Integrated,0.6,1,16,512,1.0,8,256,0.4,45.84,43.72,329.99,0.605,0.341,0.16,11.894091741090303,0.47058823529411764,0.49902534113060426,0.2,0.3694622176355922,0.36866666666666664,2375.971926922979,256,256.0
Notebook,designer,low,RAM,Medium,30636.0,45.84,15.6,1.86,No OS,8,256,0,0,0,256,1,0,1920,1080,0,0,0,0,Intel,Core i5,2.5,3.57,Intel,Intel Integrated,0.6,1,16,1000,2.6,8,744,2.0,45.84,69.98,329.99,0.605,0.469,0.377,11.894091741090303,0.47058823529411764,0.7432567432567433,0.5555555555555556,0.5727422903893492,0.48366666666666663,2375.971926922979,256,256.0
Notebook,designer,medium,GPU,Medium,30636.0,329.99,15.6,1.86,No OS,8,256,0,0,0,256,1,0,1920,1080,0,0,0,0,Intel,Core i5,2.5,3.57,Intel,Intel Integrated,0.6,1,16,1000,2.6,8,744,2.0,45.84,69.98,329.99,0.605,0.469,0.733,11.894091741090303,0.47058823529411764,0.7432567432567433,0.5555555555555556,0.5727422903893492,0.6023333333333333,2375.971926922979,256,256.0
Notebook,designer,high,GPU,High,30636.0,329.99,15.6,1.86,No OS,8,256,0,0,0,256,1,0,1920,1080,0,0,0,0,Intel,Core i5,2.5,3.57,Intel,Intel Integrated,0.6,1,16,1000,2.6,8,744,2.0,45.84,69.98,329.99,0.605,0.469,0.919,11.894091741090303,0.47058823529411764,0.7432567432567433,0.5555555555555556,0.5727422903893492,0.6643333333333333,2375.971926922979,256,256.0
Notebook,gamer,low,RAM,Medium,30636.0,45.84,15.6,1.86,No OS,8,256,0,0,0,256,1,0,1920,1080,0,0,0,0,Intel,Core i5,2.5,3.57,Intel,Intel Integrated,0.6,1,16,512,3.4,8,256,2.8,45.84,43.72,498.0,0.605,0.341,0.446,11.894091741090303,0.47058823529411764,0.49902534113060426,0.6363636363636362,0.5440076721810467,0.46399999999999997,2375.971926922979,256,256.0
Notebook,gamer,medium,GPU,Medium,30636.0,498.0,15.6,1.86,No OS,8,256,0,0,0,256,1,0,1920,1080,0,0,0,0,Intel,Core i5,2.5,3.57,Intel,Intel Integrated,0.6,1,16,512,3.4,8,256,2.8,45.84,43.72,498.0,0.605,0.341,0.646,11.894091741090303,0.47058823529411764,0.49902534113060426,0.6363636363636362,0.5440076721810467,0.5306666666666667,2375.971926922979,256,256.0
Notebook,gamer,high,GPU,High,30636.0,498.0,15.6,1.86,No OS,8,256,0,0,0,256,1,0,1920,1080,0,0,0,0,Intel,Core i5,2.5,3.57,Intel,Intel Integrated,0.6,1,16,512,3.4,8,256,2.8,45.84,43.72,498.0,0.605,0.341,1.138,11.894091741090303,0.47058823529411764,0.49902534113060426,0.6363636363636362,0.5440076721810467,0.6946666666666665,2375.971926922979,256,256.0
Ultrabook,student,low,No Upgrade Needed,Low,135195.34,0.0,15.4,1.83,macOS,16,512,0,0,0,512,1,0,2880,1800,1,0,1,0,Intel,Core i7,2.7,4.45,AMD,AMD Other,1.4,0,8,256,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.177799381050164,0.0,0.0,0.0,0.0,0.0,7049.575256981168,512,512.0
Ultrabook,student,medium,No Upgrade Needed,Low,135195.34,0.0,15.4,1.83,macOS,16,512,0,0,0,512,1,0,2880,1800,1,0,1,0,Intel,Core i7,2.7,4.45,AMD,AMD Other,1.4,0,8,256,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.177799381050164,0.0,0.0,0.0,0.0,0.0,7049.575256981168,512,512.0
Ultrabook,student,high,No Upgrade Needed,Low,135195.34,0.0,15.4,1.83,macOS,16,512,0,0,0,512,1,0,2880,1800,1,0,1,0,Intel,Core i7,2.7,4.45,AMD,AMD Other,1.4,0,8,256,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.177799381050164,0.0,0.0,0.0,0.0,0.0,7049.575256981168,512,512.0
Ultrabook,office,low,No Upgrade Needed,Low,135195.34,0.0,15.4,1.83,macOS,16,512,0,0,0,512,1,0,2880,1800,1,0,1,0,Intel,Core i7,2.7,4.45,AMD,AMD Other,1.4,0,8,256,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.177799381050164,0.0,0.0,0.0,0.0,0.0,7049.575256981168,512,512.0
Ultrabook,office,medium,No Upgrade Needed,Low,135195.34,0.0,15.4,1.83,macOS,16,512,0,0,0,512,1,0,2880,1800,1,0,1,0,Intel,Core i7,2.7,4.45,AMD,AMD Other,1.4,0,8,256,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.177799381050164,0.0,0.0,0.0,0.0,0.0,7049.575256981168,512,512.0
Ultrabook,office,high,No Upgrade Needed,Low,135195.34,0.0,15.4,1.83,macOS,16,512,0,0,0,512,1,0,2880,1800,1,0,1,0,Intel,Core i7,2.7,4.45,AMD,AMD Other,1.4,0,8,256,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.177799381050164,0.0,0.0,0.0,0.0,0.0,7049.575256981168,512,512.0
Ultrabook,programmer,low,No Upgrade Needed,Low,135195.34,0.0,15.4,1.83,macOS,16,512,0,0,0,512,1,0,2880,1800,1,0,1,0,Intel,Core i7,2.7,4.45,AMD,AMD Other,1.4,0,16,512,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.177799381050164,0.0,0.0,0.0,0.0,0.0,7049.575256981168,512,512.0
Ultrabook,programmer,medium,No Upgrade Needed,Low,135195.34,0.0,15.4,1.83,macOS,16,512,0,0,0,512,1,0,2880,1800,1,0,1,0,Intel,Core i7,2.7,4.45,AMD,AMD Other,1.4,0,16,512,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.177799381050164,0.0,0.0,0.0,0.0,0.0,7049.575256981168,512,512.0
Ultrabook,programmer,high,No Upgrade Needed,Low,135195.34,0.0,15.4,1.83,macOS,16,512,0,0,0,512,1,0,2880,1800,1,0,1,0,Intel,Core i7,2.7,4.45,AMD,AMD Other,1.4,0,16,512,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.177799381050164,0.0,0.0,0.0,0.0,0.0,7049.575256981168,512,512.0
Ultrabook,designer,low,No Upgrade Needed,Low,135195.34,0.0,15.4,1.83,macOS,16,512,0,0,0,512,1,0,2880,1800,1,0,1,0,Intel,Core i7,2.7,4.45,AMD,AMD Other,1.4,0,16,1000,2.6,0,488,1.2,0.0,69.98,329.99,0.0,0.255,0.145,18.177799381050164,0.0,0.4875124875124875,0.3333333333333333,0.2552114552114552,0.13333333333333333,7049.575256981168,512,512.0
Ultrabook,designer,medium,GPU,Low,135195.34,329.99,15.4,1.83,macOS,16,512,0,0,0,512,1,0,2880,1800,1,0,1,0,Intel,Core i7,2.7,4.45,AMD,AMD Other,1.4,0,16,1000,2.6,0,488,1.2,0.0,69.98,329.99,0.0,0.255,0.35,18.177799381050164,0.0,0.4875124875124875,0.3333333333333333,0.2552114552114552,0.20166666666666666,7049.575256981168,512,512.0
Ultrabook,designer,high,GPU,Low,135195.34,329.99,15.4,1.83,macOS,16,512,0,0,0,512,1,0,2880,1800,1,0,1,0,Intel,Core i7,2.7,4.45,AMD,AMD Other,1.4,0,16,1000,2.6,0,488,1.2,0.0,69.98,329.99,0.0,0.255,0.462,18.177799381050164,0.0,0.4875124875124875,0.3333333333333333,0.2552114552114552,0.23900000000000002,7049.575256981168,512,512.0
Ultrabook,gamer,low,No Upgrade Needed,Low,135195.34,0.0,15.4,1.83,macOS,16,512,0,0,0,512,1,0,2880,1800,1,0,1,0,Intel,Core i7,2.7,4.45,AMD,AMD Other,1.4,0,16,512,3.4,0,0,2.0,0.0,0.0,498.0,0.0,0.0,0.222,18.177799381050164,0.0,0.0,0.45454545454545453,0.18181818181818182,0.074,7049.575256981168,512,512.0
Ultrabook,gamer,medium,GPU,Low,135195.34,498.0,15.4,1.83,macOS,16,512,0,0,0,512,1,0,2880,1800,1,0,1,0,Intel,Core i7,2.7,4.45,AMD,AMD Other,1.4,0,16,512,3.4,0,0,2.0,0.0,0.0,498.0,0.0,0.0,0.354,18.177799381050164,0.0,0.0,0.45454545454545453,0.18181818181818182,0.118,7049.575256981168,512,512.0
Ultrabook,gamer,high,GPU,Medium,135195.34,498.0,15.4,1.83,macOS,16,512,0,0,0,512,1,0,2880,1800,1,0,1,0,Intel,Core i7,2.7,4.45,AMD,AMD Other,1.4,0,16,512,3.4,0,0,2.0,0.0,0.0,498.0,0.0,0.0,0.706,18.177799381050164,0.0,0.0,0.45454545454545453,0.18181818181818182,0.2353333333333333,7049.575256981168,512,512.0
Ultrabook,student,low,No Upgrade Needed,Low,96095.81,0.0,13.3,1.37,macOS,8,256,0,0,0,256,1,0,2560,1600,1,0,1,0,Intel,Core i5,3.1,3.79,Intel,Intel Integrated,1.2,1,8,256,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,13.077481148104273,0.0,0.0,0.0,0.0,0.02666666666666667,6826.207685097175,256,256.0
Ultrabook,student,medium,No Upgrade Needed,Low,96095.81,0.0,13.3,1.37,macOS,8,256,0,0,0,256,1,0,2560,1600,1,0,1,0,Intel,Core i5,3.1,3.79,Intel,Intel Integrated,1.2,1,8,256,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,13.077481148104273,0.0,0.0,0.0,0.0,0.02666666666666667,6826.207685097175,256,256.0
Ultrabook,student,high,No Upgrade Needed,Low,96095.81,0.0,13.3,1.37,macOS,8,256,0,0,0,256,1,0,2560,1600,1,0,1,0,Intel,Core i5,3.1,3.79,Intel,Intel Integrated,1.2,1,8,256,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,13.077481148104273,0.0,0.0,0.0,0.0,0.02666666666666667,6826.207685097175,256,256.0
Ultrabook,office,low,No Upgrade Needed,Low,96095.81,0.0,13.3,1.37,macOS,8,256,0,0,0,256,1,0,2560,1600,1,0,1,0,Intel,Core i5,3.1,3.79,Intel,Intel Integrated,1.2,1,8,256,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,13.077481148104273,0.0,0.0,0.0,0.0,0.02666666666666667,6826.207685097175,256,256.0
Ultrabook,office,medium,No Upgrade Needed,Low,96095.81,0.0,13.3,1.37,macOS,8,256,0,0,0,256,1,0,2560,1600,1,0,1,0,Intel,Core i5,3.1,3.79,Intel,Intel Integrated,1.2,1,8,256,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,13.077481148104273,0.0,0.0,0.0,0.0,0.02666666666666667,6826.207685097175,256,256.0
